#stokes,freq,ind,real,imag
9,935.83200000,24,-2.99779500,42.08864840
9,935.83200000,25,-5.99159180,-6.04618650
9,935.83200000,26,4.11701410,0.94459560
9,935.83200000,27,3.12223820,2.34468370
9,935.83200000,28,4.75423350,5.16861250
9,935.83200000,29,-0.84422720,-2.64824560
9,935.83200000,30,-8.76404530,3.42362180
9,935.83200000,31,-6.75031110,1.30327790
9,935.83200000,32,-1.48879730,-0.30547000
9,935.83200000,33,-1.58810660,0.83549950
9,935.83200000,34,-0.02671880,0.19324740
9,935.83200000,35,4.05014270,-2.98462370
9,935.83200000,36,-1.79807900,-0.63661590
9,935.83200000,37,1.58533060,0.40675580
9,935.83200000,38,-0.86422370,0.12445560
9,935.83200000,39,1.16720030,0.35407660
9,935.83200000,40,18.39007900,-16.66770350
9,935.83200000,41,0.75865040,-0.17873790
9,935.83200000,42,-4.57863130,-5.56636230
9,935.83200000,43,2.60835880,0.67063320
9,935.83200000,44,-2.65008980,4.02386310
9,935.83200000,45,-2.50964390,0.76493820
9,935.83200000,46,-2.42965260,-4.80575560
9,935.83200000,47,-0.14751410,2.42987350
9,935.83200000,48,1.85927200,-0.65367000
9,935.83200000,49,10.78683870,6.73667470
9,935.83200000,50,1.70675190,-0.44107940
9,935.83200000,51,0.59330890,0.00479280
9,935.83200000,52,0.35336360,0.27600930
9,935.83200000,53,0.80790970,-0.67337880
9,935.83200000,54,-1.11990080,1.23051050
9,935.83200000,55,-0.06856470,0.36914040
9,935.83200000,56,0.06320710,0.31856790
9,935.83200000,57,-0.01972760,-0.22444330
9,935.83200000,58,-0.25434400,-0.60486870
9,935.83200000,59,-0.50623640,0.25424440
9,935.83200000,60,-9.15477940,-0.37137490
9,935.83200000,61,1.05323480,2.13657620
9,935.83200000,62,-1.93435420,2.25501660
9,935.83200000,63,-3.44129280,-1.21763500
9,935.83200000,64,-3.02553870,-3.85133310
9,935.83200000,65,-0.75415440,-1.25699620
10,935.83200000,0,-0.07017110,-0.03955340
10,935.83200000,1,-0.19451500,0.06430230
10,935.83200000,2,25.60107770,28.66668160
10,935.83200000,3,-69.72094200,300.46977600
10,935.83200000,4,0.15221300,0.31779130
10,935.83200000,5,0.18087690,-0.01245780
10,935.83200000,6,0.01124230,0.13388870
10,935.83200000,7,0.23890840,0.04219300
10,935.83200000,8,29.06732360,18.07867960
